time,x_km,y_km,z_km
8857.653,-30443.413,16124.981,21499.895
8872.496,-30495.751,16130.825,21507.686
8886.930,-30546.607,16136.487,21515.236
8899.633,-30591.332,16141.453,21521.857
8913.385,-30639.717,16146.812,21529.003
8926.025,-30684.161,16151.722,21535.550
8939.725,-30732.301,16157.027,21542.623
8953.102,-30779.272,16162.190,21549.506
8966.002,-30824.535,16167.152,21556.123
8978.323,-30867.742,16171.877,21562.423
8991.222,-30912.947,16176.809,21568.999
9005.689,-30963.609,16182.322,21576.349
9019.381,-31011.525,16187.521,21583.281
9033.164,-31059.724,16192.738,21590.236
9046.061,-31104.795,16197.603,21596.723
9058.839,-31149.422,16202.408,21603.130
9072.253,-31196.235,16207.436,21609.834
9084.420,-31238.672,16211.982,21615.895
9097.490,-31284.230,16216.851,21622.387
9110.886,-31330.893,16221.825,21629.019
9124.438,-31378.064,16226.839,21635.705
9138.103,-31425.599,16231.879,21642.425
9151.305,-31471.488,16236.732,21648.896
9164.748,-31518.188,16241.658,21655.463
9178.229,-31564.987,16246.581,21662.027
9191.551,-31611.199,16251.430,21668.492
9205.244,-31658.670,16256.397,21675.115
9218.817,-31705.693,16261.304,21681.658
9231.631,-31750.053,16265.922,21687.815
9245.071,-31796.552,16270.749,21694.252
9260.717,-31850.644,16276.349,21701.718
9274.023,-31896.615,16281.094,21708.045
9287.104,-31941.777,16285.744,21714.245
9300.261,-31987.169,16290.405,21720.460
9314.383,-32035.861,16295.392,21727.109
9327.212,-32080.063,16299.907,21733.128
9340.895,-32127.175,16304.706,21739.527
9354.576,-32174.250,16309.488,21745.904
9367.963,-32220.280,16314.152,21752.122
9383.302,-32272.988,16319.477,21759.222
9396.907,-32319.701,16324.183,21765.496
9411.016,-32368.113,16329.046,21771.980
9426.482,-32421.144,16334.358,21779.062
9439.562,-32465.959,16338.833,21785.030
9454.575,-32517.359,16343.952,21791.855
9468.876,-32566.292,16348.811,21798.334
9483.640,-32616.767,16353.809,21804.997
9497.025,-32662.500,16358.324,21811.017
9510.876,-32709.790,16362.980,21817.225
9525.598,-32760.017,16367.911,21823.800
9539.651,-32807.930,16372.601,21830.053
9553.573,-32855.365,16377.231,21836.227
9565.901,-32897.337,16381.317,21841.675
9579.326,-32943.020,16385.753,21847.589
9591.897,-32985.768,16389.892,21853.108
9605.580,-33032.269,16394.383,21859.096
9618.882,-33077.443,16398.734,21864.898
9634.230,-33129.529,16403.736,21871.567
9647.596,-33174.857,16408.077,21877.354
9662.196,-33224.335,16412.801,21883.653
9674.926,-33267.447,16416.905,21889.126
9688.207,-33312.398,16421.174,21894.817
9701.640,-33357.831,16425.476,21900.553
9714.719,-33402.039,16429.651,21906.120
9728.692,-33449.239,16434.096,21912.047
9741.991,-33494.133,16438.312,21917.668
9754.656,-33536.856,16442.314,21923.003
9767.304,-33579.499,16446.297,21928.315
9780.709,-33624.664,16450.505,21933.925
9793.916,-33669.134,16454.636,21939.433
9807.127,-33713.588,16458.755,21944.925
9820.049,-33757.043,16462.770,21950.279
9832.603,-33799.233,16466.658,21955.463
9846.060,-33844.430,16470.812,21961.001
9859.149,-33888.360,16474.838,21966.369
9871.188,-33928.743,16478.530,21971.291
9884.794,-33974.354,16482.688,21976.835
9897.636,-34017.378,16486.599,21982.050
9911.675,-34064.379,16490.860,21987.732
9926.189,-34112.938,16495.249,21993.584
9940.629,-34161.215,16499.599,21999.384
9954.128,-34206.317,16503.651,22004.787
9969.402,-34257.313,16508.219,22010.877
9984.614,-34308.065,16512.750,22016.918
9998.324,-34353.774,16516.819,22022.343
10010.995,-34395.990,16520.566,22027.339
10024.461,-34440.830,16524.535,22032.631
10039.743,-34491.677,16529.022,22038.614
10053.090,-34536.061,16532.926,22043.820
10066.595,-34580.936,16536.863,22049.069
10080.544,-34627.258,16540.915,22054.471
10094.995,-34675.215,16545.096,22060.046
10107.854,-34717.861,16548.804,22064.990
10120.580,-34760.040,16552.461,22069.866
10133.521,-34802.904,16556.167,22074.808
10146.157,-34844.734,16559.774,22079.617
10159.999,-34890.528,16563.712,22084.867
10173.615,-34935.542,16567.571,22090.012
10186.484,-34978.061,16571.205,22094.858
10200.637,-35024.790,16575.188,22100.168
10214.678,-35071.121,16579.125,22105.417
10226.723,-35110.839,16582.490,22109.904
10240.320,-35155.651,16586.276,22114.953
10286.327,-35307.051,16598.985,22131.898
10299.131,-35349.132,16602.495,22136.578
10312.708,-35393.722,16606.203,22141.522
10326.003,-35437.357,16609.821,22146.346
10339.006,-35480.010,16613.348,22151.048
10352.674,-35524.814,16617.041,22155.972
10365.364,-35566.385,16620.458,22160.528
10378.976,-35610.951,16624.110,22165.398
10392.468,-35655.095,16627.717,22170.207
10406.469,-35700.875,16631.446,22175.179
10419.747,-35744.262,16634.970,22179.877
10433.071,-35787.771,16638.493,22184.574
10446.260,-35830.815,16641.968,22189.208
10459.217,-35873.076,16645.369,22193.743
10472.485,-35916.324,16648.840,22198.371
10486.081,-35960.614,16652.384,22203.096
10498.942,-36002.481,16655.724,22207.550
10512.801,-36047.571,16659.311,22212.331
10525.896,-36090.146,16662.687,22216.833
10538.935,-36132.514,16666.036,22221.299
10552.464,-36176.450,16669.499,22225.916
10565.632,-36219.182,16672.857,22230.394
10578.754,-36261.742,16676.192,22234.840
10591.575,-36303.298,16679.438,22239.168
10604.569,-36345.391,16682.717,22243.540
10620.140,-36395.798,16686.630,22248.757
10633.389,-36438.662,16689.947,22253.180
10648.347,-36487.019,16693.676,22258.152
10661.593,-36529.815,16696.967,22262.539
10675.949,-36576.168,16700.519,22267.275
10689.106,-36618.619,16703.762,22271.599
10703.681,-36665.620,16707.340,22276.371
10717.027,-36708.626,16710.605,22280.723
10731.418,-36754.973,16714.111,22285.398
10745.321,-36799.718,16717.485,22289.897
10758.375,-36841.701,16720.641,22294.105
10773.887,-36891.562,16724.376,22299.085
10787.604,-36935.619,16727.666,22303.471
10800.768,-36977.879,16730.811,22307.665
10815.172,-37024.085,16734.239,22312.235
10827.627,-37064.014,16737.192,22316.172
10841.327,-37107.912,16740.428,22320.487
10855.059,-37151.882,16743.659,22324.795
10867.637,-37192.133,16746.608,22328.727
10880.091,-37231.962,16749.516,22332.606
10894.835,-37279.088,16752.947,22337.180
10909.251,-37325.133,16756.288,22341.634
10924.138,-37372.653,16759.723,22346.215
10937.554,-37415.447,16762.807,22350.326
10951.075,-37458.551,16765.902,22354.453
10966.448,-37507.527,16769.407,22359.127
10980.338,-37551.747,16772.561,22363.331
10993.500,-37593.625,16775.538,22367.301
11009.106,-37643.246,16779.053,22371.987
11022.991,-37687.364,16782.167,22376.139
11037.160,-37732.354,16785.331,22380.359
11050.374,-37774.289,16788.271,22384.279
11064.312,-37818.493,16791.360,22388.397
11078.846,-37864.554,16794.568,22392.673
11092.127,-37906.621,16797.487,22396.566
11104.009,-37944.235,16800.089,22400.035
11118.994,-37991.639,16803.358,22404.393
11133.390,-38037.153,16806.484,22408.563
11145.666,-38075.941,16809.140,22412.104
11159.078,-38118.293,16812.031,22415.958
11171.134,-38156.340,16814.620,22419.410
11183.372,-38194.939,16817.238,22422.901
11196.099,-38235.060,16819.952,22426.519
11208.730,-38274.856,16822.634,22430.096
11221.766,-38315.900,16825.392,22433.773
11235.030,-38357.641,16828.188,22437.500
11248.180,-38398.998,16830.948,22441.181
11261.395,-38440.532,16833.711,22444.865
11274.392,-38481.361,16836.419,22448.475
11288.358,-38525.204,16839.316,22452.338
11301.570,-38566.656,16842.046,22455.977
11314.693,-38607.801,16844.746,22459.578
11327.567,-38648.144,16847.385,22463.097
11341.288,-38691.116,16850.187,22466.832
11355.469,-38735.499,16853.070,22470.676
11368.740,-38777.011,16855.757,22474.259
11381.827,-38817.922,16858.396,22477.778
11394.645,-38857.969,16860.971,22481.211
11408.342,-38900.736,16863.711,22484.865
11421.660,-38942.293,16866.365,22488.403
11435.381,-38985.084,16869.087,22492.033
11449.419,-39028.833,16871.861,22495.731
11462.872,-39070.737,16874.508,22499.260
11475.956,-39111.464,16877.072,22502.679
11489.294,-39152.959,16879.675,22506.149
11501.967,-39192.361,16882.138,22509.434
11514.597,-39231.609,16884.584,22512.694
11528.219,-39273.913,16887.210,22516.197
11541.571,-39315.357,16889.774,22519.615
11555.255,-39357.802,16892.391,22523.104
11569.814,-39402.933,16895.163,22526.800
11583.493,-39445.309,16897.756,22530.257
11597.248,-39487.896,16900.352,22533.719
11609.846,-39526.880,16902.720,22536.876
11623.592,-39569.387,16905.293,22540.306
11637.383,-39612.010,16907.863,22543.734
11651.232,-39654.783,16910.433,22547.160
11664.588,-39696.011,16912.901,22550.450
11679.606,-39742.339,16915.663,22554.134
11694.833,-39789.280,16918.451,22557.850
11707.461,-39828.184,16920.752,22560.919
11719.643,-39865.694,16922.963,22563.867
11731.731,-39902.896,16925.149,22566.782
11744.883,-39943.348,16927.518,22569.940
11756.961,-39980.479,16929.684,22572.828
11769.886,-40020.188,16931.993,22575.907
11782.936,-40060.259,16934.315,22579.002
11795.308,-40098.227,16936.507,22581.925
11808.581,-40138.937,16938.849,22585.047
11820.841,-40176.520,16941.003,22587.920
11834.349,-40217.904,16943.366,22591.071
11848.262,-40260.502,16945.790,22594.302
11861.492,-40300.987,16948.084,22597.362
11875.933,-40345.150,16950.577,22600.686
11888.262,-40382.830,16952.696,22603.511
11900.559,-40420.393,16954.801,22606.318
11914.121,-40461.798,16957.113,22609.400
11927.356,-40502.180,16959.359,22612.395
11941.758,-40546.093,16961.792,22615.639
11954.562,-40585.115,16963.945,22618.510
11970.006,-40632.150,16966.530,22621.956
11984.061,-40674.927,16968.871,22625.078
11999.093,-40720.651,16971.363,22628.400
12012.499,-40761.402,16973.574,22631.348
12026.087,-40802.682,16975.806,22634.323
12040.337,-40845.946,16978.135,22637.429
12095.096,-41011.950,16986.980,22649.223
12111.324,-41061.069,16989.570,22652.676
12125.282,-41103.293,16991.787,22655.631
12141.178,-41151.344,16994.298,22658.979
12156.017,-41196.170,16996.629,22662.088
12170.727,-41240.579,16998.929,22665.154
12187.459,-41291.058,17001.530,22668.622
12200.911,-41331.615,17003.610,22671.396
12214.482,-41372.506,17005.699,22674.182
12228.233,-41413.913,17007.806,22676.990
12241.093,-41452.618,17009.767,22679.605
12256.169,-41497.964,17012.055,22682.655
12269.362,-41537.621,17014.046,22685.311
12282.669,-41577.597,17016.046,22687.977
12298.354,-41624.688,17018.391,22691.104
12311.859,-41665.210,17020.400,22693.782
12325.352,-41705.672,17022.397,22696.445
12338.438,-41744.891,17024.325,22699.015
12352.295,-41786.395,17026.356,22701.724
12365.154,-41824.886,17028.232,22704.225
12379.125,-41866.684,17030.260,22706.929
12392.286,-41906.036,17032.162,22709.465
12406.448,-41948.357,17034.198,22712.179
12419.629,-41987.721,17036.083,22714.693
12433.061,-42027.814,17037.996,22717.243
12445.907,-42066.135,17039.816,22719.670
12457.983,-42102.137,17041.519,22721.940
12471.187,-42141.486,17043.372,22724.412
12484.892,-42182.300,17045.286,22726.964
12498.157,-42221.783,17047.130,22729.422
12512.152,-42263.415,17049.065,22732.002
12525.258,-42302.377,17050.868,22734.406
12540.193,-42346.754,17052.912,22737.131
12554.530,-42389.324,17054.863,22739.733
12568.436,-42430.589,17056.746,22742.243
12581.755,-42470.090,17058.540,22744.635
12597.158,-42515.746,17060.603,22747.386
12610.038,-42553.899,17062.319,22749.675
12623.461,-42593.638,17064.099,22752.047
12637.747,-42635.907,17065.983,22754.559
12650.945,-42674.933,17067.714,22756.867
12666.150,-42719.867,17069.698,22759.512
12679.631,-42759.682,17071.447,22761.844
12694.038,-42802.208,17073.306,22764.323
12710.181,-42849.826,17075.377,22767.084
12723.801,-42889.975,17077.113,22769.400
12737.323,-42929.814,17078.829,22771.687
12751.473,-42971.479,17080.614,22774.067
12766.748,-43016.428,17082.530,22776.622
12780.230,-43056.074,17084.211,22778.864
12794.734,-43098.703,17086.010,22781.262
12808.513,-43139.178,17087.710,22783.528
12823.510,-43183.200,17089.548,22785.980
12839.347,-43229.661,17091.478,22788.553
12854.380,-43273.732,17093.299,22790.980
12867.398,-43311.875,17094.866,22793.070
12896.346,-43396.616,17098.322,22797.678
12910.625,-43438.376,17100.012,22799.931
12925.742,-43482.563,17101.790,22802.302
12941.422,-43528.364,17103.623,22804.745
12954.760,-43567.300,17105.172,22806.811
12967.720,-43605.112,17106.670,22808.808
12982.128,-43647.122,17108.325,22811.015
12995.245,-43685.349,17109.823,22813.012
13008.583,-43724.197,17111.338,22815.032
13021.757,-43762.544,17112.826,22817.016
13034.906,-43800.799,17114.302,22818.985
13047.817,-43838.342,17115.744,22820.908
13061.080,-43876.887,17117.217,22822.872
13074.622,-43916.219,17118.713,22824.866
13088.254,-43955.789,17120.209,22826.861
13100.850,-43992.334,17121.584,22828.694
13116.343,-44037.258,17123.265,22830.936
13130.113,-44077.159,17124.750,22832.915
13143.262,-44115.241,17126.159,22834.794
13157.051,-44155.153,17127.628,22836.752
13171.504,-44196.964,17129.158,22838.793
13184.593,-44234.804,17130.536,22840.629
13199.354,-44277.456,17132.079,22842.687
13212.038,-44314.084,17133.398,22844.445
13225.189,-44352.042,17134.757,22846.257
13239.606,-44393.629,17136.237,22848.231
13252.789,-44431.634,17137.582,22850.025
13265.545,-44468.390,17138.877,22851.750
13278.462,-44505.586,17140.179,22853.487
13290.893,-44541.368,17141.426,22855.149
13306.375,-44585.901,17142.968,22857.206
13319.373,-44623.272,17144.255,22858.921
13332.578,-44661.214,17145.554,22860.653
13345.364,-44697.931,17146.804,22862.320
13360.035,-44740.041,17148.229,22864.220
13376.644,-44787.679,17149.831,22866.356
13389.213,-44823.710,17151.034,22867.961
13402.164,-44860.814,17152.267,22869.604
13414.503,-44896.148,17153.434,22871.161
13427.817,-44934.253,17154.686,22872.830
13443.991,-44980.516,17156.196,22874.843
13456.777,-45017.064,17157.382,22876.424
13470.222,-45055.476,17158.620,22878.075
13484.927,-45097.465,17159.966,22879.869
13498.394,-45135.894,17161.189,22881.500
13511.288,-45172.671,17162.353,22883.052
13525.220,-45212.385,17163.602,22884.718
13539.906,-45254.224,17164.909,22886.461
13553.230,-45292.159,17166.087,22888.031
13566.864,-45330.956,17167.284,22889.627
13580.510,-45369.766,17168.474,22891.213
13594.699,-45410.097,17169.702,22892.851
13608.238,-45448.559,17170.866,22894.403
13622.588,-45489.298,17172.091,22896.036
13635.909,-45527.098,17173.220,22897.541
13648.929,-45564.024,17174.315,22899.002
13663.179,-45604.413,17175.506,22900.589
13675.943,-45640.571,17176.565,22902.001
13689.189,-45678.074,17177.656,22903.456
13701.855,-45713.919,17178.693,22904.838
13714.755,-45750.402,17179.741,22906.236
13727.831,-45787.367,17180.796,22907.643
13741.601,-45826.270,17181.900,22909.114
13754.912,-45863.857,17182.958,22910.526
13766.864,-45897.587,17183.902,22911.784
13778.772,-45931.178,17184.837,22913.030
13791.615,-45967.390,17185.838,22914.365
13804.713,-46004.299,17186.851,22915.716
13817.887,-46041.401,17187.863,22917.065
13831.872,-46080.768,17188.929,22918.487
13845.242,-46118.381,17189.940,22919.835
13859.043,-46157.186,17190.976,22921.216
13872.735,-46195.663,17191.996,22922.576
13902.612,-46279.545,17194.193,22925.505
13917.775,-46322.080,17195.294,22926.973
13931.089,-46359.405,17196.252,22928.251
13944.752,-46397.688,17197.228,22929.552
13958.277,-46435.562,17198.186,22930.829
13971.819,-46473.463,17199.137,22932.098
13986.022,-46513.194,17200.127,22933.417
13998.641,-46548.471,17200.999,22934.580
14011.380,-46584.068,17201.873,22935.745
14024.871,-46621.745,17202.791,22936.969
14038.577,-46660.004,17203.715,22938.202
14053.213,-46700.831,17204.694,22939.507
14066.672,-46738.356,17205.586,22940.696
14080.027,-46775.571,17206.464,22941.867
14093.969,-46814.399,17207.373,22943.078
14106.929,-46850.473,17208.210,22944.194
14121.390,-46890.701,17209.136,22945.429
14134.888,-46928.231,17209.993,22946.571
14148.701,-46966.616,17210.861,22947.730
14163.775,-47008.479,17211.801,22948.982
14176.880,-47044.855,17212.610,22950.061
14194.980,-47095.062,17213.715,22951.535
14213.576,-47146.607,17214.837,22953.031
14232.483,-47198.972,17215.963,22954.532
14250.644,-47249.236,17217.032,22955.957
14264.179,-47286.673,17217.819,22957.006
14283.285,-47339.484,17218.918,22958.472
14302.916,-47393.703,17220.031,22959.956
14321.889,-47446.064,17221.093,22961.372
14341.642,-47500.534,17222.182,22962.825
14362.258,-47557.340,17223.303,22964.319
14381.658,-47610.751,17224.342,22965.704
14402.647,-47668.490,17225.449,22967.180
14423.877,-47726.845,17226.551,22968.650
14444.194,-47782.641,17227.589,22970.033
14464.779,-47839.128,17228.624,22971.413
14485.421,-47895.726,17229.645,22972.774
14505.166,-47949.820,17230.606,22974.055
14526.197,-48007.389,17231.612,22975.397
14547.551,-48065.793,17232.616,22976.736
14568.083,-48121.903,17233.565,22978.001
14588.566,-48177.831,17234.495,22979.241
14610.882,-48238.713,17235.490,22980.568
14633.347,-48299.949,17236.472,22981.877
14654.449,-48357.419,17237.376,22983.083
14674.490,-48411.953,17238.219,22984.207
14695.967,-48470.349,17239.106,22985.389
14717.741,-48529.500,17239.986,22986.562
14740.133,-48590.275,17240.873,22987.744
14762.987,-48652.251,17241.758,22988.925
14785.595,-48713.505,17242.614,22990.066
14807.258,-48772.147,17243.416,22991.135
14830.385,-48834.695,17244.252,22992.251
14851.309,-48891.235,17244.992,22993.236
14874.155,-48952.916,17245.780,22994.288
14895.995,-49011.830,17246.516,22995.268
14918.751,-49073.161,17247.263,22996.265
14942.329,-49136.648,17248.017,22997.270
14966.145,-49200.717,17248.757,22998.257
14983.235,-49246.654,17249.276,22998.948
15001.440,-49295.553,17249.816,22999.669
15018.882,-49342.372,17250.322,23000.344
15035.752,-49387.623,17250.801,23000.982
15052.366,-49432.160,17251.262,23001.597
15069.673,-49478.523,17251.732,23002.223
15087.257,-49525.596,17252.198,23002.845
15103.160,-49568.140,17252.610,23003.394
15119.447,-49611.684,17253.022,23003.943
15135.390,-49654.283,17253.416,23004.469
15152.348,-49699.562,17253.825,23005.014
15169.264,-49744.702,17254.222,23005.544
15187.626,-49793.665,17254.642,23006.104
15203.419,-49835.748,17254.993,23006.572
15220.679,-49881.711,17255.367,23007.070
15239.683,-49932.285,17255.766,23007.602
15256.722,-49977.597,17256.112,23008.064
15274.200,-50024.042,17256.457,23008.524
15290.848,-50068.257,17256.775,23008.948
15307.724,-50113.044,17257.088,23009.365
15332.125,-50177.751,17257.522,23009.943
15355.736,-50240.303,17257.921,23010.476
15380.443,-50305.700,17258.318,23011.005
15404.443,-50369.163,17258.683,23011.492
15429.736,-50435.984,17259.046,23011.976
15454.117,-50500.332,17259.374,23012.413
15480.237,-50569.200,17259.703,23012.852
15503.602,-50630.748,17259.977,23013.217
15529.494,-50698.885,17260.258,23013.592
15553.797,-50762.780,17260.501,23013.915
15579.462,-50830.189,17260.735,23014.227
15604.871,-50896.859,17260.944,23014.507
15629.917,-50962.514,17261.129,23014.753
15655.230,-51028.803,17261.294,23014.972
15681.962,-51098.739,17261.444,23015.173
15706.611,-51163.162,17261.561,23015.328
15732.154,-51229.855,17261.660,23015.461
15757.222,-51295.245,17261.736,23015.562
15784.137,-51365.382,17261.794,23015.639
